Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
45,Travel_Frequently,Human Resources,0,Masters,Female,1,4,Single,4234.296502354848,1,2,1,10,0,4,11,0
33,Travel_Rarely,Research & Development,0,Undergraduate,Female,0,3,Divorced,3065.2201064449628,0,16,7,16,3,0,14,0
41,Travel_Rarely,Sales,0,Undergraduate,Female,3,3,Married,1917.4101099611983,1,22,0,9,6,12,7,1
33,Travel_Frequently,Sales,1,Masters,Female,1,2,Married,3395.2992570522174,0,8,5,7,1,5,11,0
38,Travel_Rarely,Human Resources,0,Undergraduate,Female,0,4,Single,2765.3426738941225,0,39,2,0,6,1,10,0
38,Travel_Frequently,Research & Development,0,Undergraduate,Male,1,6,Single,6825.167449243529,0,32,4,13,4,12,14,0
37,Travel_Rarely,Research & Development,0,High School,Female,1,2,Divorced,1955.9750553077756,0,6,3,7,10,12,5,0
25,Travel_Rarely,Sales,0,Phd,Male,0,2,Single,2888.154717172658,1,2,7,9,1,6,3,1
39,Travel_Rarely,Research & Development,0,Undergraduate,Female,0,0,Divorced,2840.2670486264233,0,23,2,19,0,4,9,0
32,Travel_Rarely,Sales,0,Masters,Female,2,5,Married,3495.392660184495,1,1,4,10,9,8,12,0
41,Travel_Frequently,Research & Development,0,Phd,Male,1,9,Single,2582.0214156185875,0,13,2,5,12,12,10,0
13,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,5,Married,3492.5327691285956,1,25,1,14,9,12,10,0
20,Travel_Rarely,Research & Development,0,High School,Male,2,2,Single,3730.524633526336,0,24,0,19,12,0,11,0
39,Travel_Frequently,Research & Development,0,Masters,Male,3,4,Married,5237.678685533233,0,9,4,6,11,0,0,0
54,Travel_Rarely,Sales,0,High School,Male,1,4,Married,-2411.922004131051,0,8,4,16,8,10,4,0
43,Travel_Frequently,Research & Development,0,Undergraduate,Female,2,0,Married,-650.716243742731,0,39,2,19,2,4,2,0
28,Travel_Frequently,Research & Development,0,Undergraduate,Male,2,1,Married,426.24841734930123,0,15,1,16,4,3,2,0
18,Travel_Frequently,Sales,0,Phd,Male,1,0,Single,4240.883272261464,0,6,0,6,11,10,7,1
42,Travel_Rarely,Research & Development,0,High School,Male,7,2,Single,3182.801748375243,0,15,5,18,0,12,11,0
34,Travel_Rarely,Sales,0,Phd,Male,3,4,Married,3959.5484397260543,0,28,0,4,5,12,3,0
41,Travel_Rarely,Research & Development,0,Masters,Male,4,2,Married,4003.4992697241396,0,1,5,5,6,12,12,1
36,Travel_Rarely,Sales,0,Masters,Male,1,1,Single,1732.4579815356278,0,13,3,15,7,6,14,1
35,Travel_Rarely,Sales,0,High School,Male,3,4,Single,4951.8622290834455,1,24,0,2,6,12,5,0
65,Travel_Frequently,Research & Development,0,High School,Female,2,4,Married,3917.048439738286,0,17,5,8,8,7,12,0
35,Non-Travel,Research & Development,0,Undergraduate,Female,3,3,Single,4667.726946630814,1,6,2,5,9,2,14,0
33,Travel_Rarely,Research & Development,1,Phd,Female,2,3,Divorced,1406.3105818829779,0,22,4,7,4,13,7,0
34,Travel_Rarely,Sales,0,Masters,Male,4,3,Single,486.6750690913732,1,16,0,7,12,0,0,1
29,Travel_Rarely,Human Resources,0,Undergraduate,Male,2,2,Married,1128.451943146862,0,18,1,4,4,11,0,0
45,Travel_Rarely,Sales,0,Undergraduate,Female,1,2,Married,3182.905631916662,0,26,3,9,0,8,0,1
31,Travel_Rarely,Human Resources,0,Masters,Female,1,3,Married,-347.5548903347353,0,34,2,14,8,4,1,0
41,Non-Travel,Sales,0,Undergraduate,Male,5,4,Single,3565.916979546412,1,25,2,19,5,13,2,1
38,Travel_Rarely,Sales,0,Phd,Female,1,2,Single,6349.176549144442,0,1,1,13,4,1,8,0
47,Travel_Frequently,Sales,0,Phd,Male,2,2,Married,3418.85150158769,0,24,4,19,8,7,10,1
39,Travel_Rarely,Research & Development,0,High School,Male,1,2,Married,3498.7041078295583,1,15,2,4,6,3,5,0
23,Travel_Rarely,Research & Development,0,Undergraduate,Female,3,2,Married,2579.462688120432,0,13,1,9,8,5,14,0
22,Travel_Rarely,Research & Development,0,Phd,Male,2,4,Divorced,2671.1732202736657,0,39,0,2,0,0,1,0
49,Travel_Rarely,Sales,0,Undergraduate,Male,3,3,Divorced,3092.2305192933436,0,13,3,0,13,7,1,1
29,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,2,Single,1265.9160535349229,0,36,2,2,6,6,12,0
22,Travel_Frequently,Sales,1,Phd,Female,3,6,Divorced,1369.782926376589,0,23,5,18,6,2,6,0
28,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,3,Married,1929.2756158258487,1,33,3,5,13,14,7,0
48,Travel_Rarely,Research & Development,0,Phd,Female,3,3,Single,3195.442804096848,1,28,6,18,11,12,1,0
21,Travel_Rarely,Research & Development,0,Masters,Male,1,2,Married,72.40070434550353,0,12,1,11,7,8,0,0
26,Travel_Rarely,Research & Development,0,High School,Female,2,0,Single,345.28201795734594,1,39,1,6,7,9,14,1
28,Travel_Rarely,Sales,0,Masters,Female,1,4,Single,-80.71721769901296,0,34,3,12,5,7,4,0
22,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,4,Single,721.9706098712318,0,17,2,13,3,9,1,0
23,Travel_Rarely,Sales,0,Masters,Male,0,1,Married,3159.7737360323113,0,2,5,9,6,4,4,0
20,Non-Travel,Human Resources,1,Masters,Male,4,1,Married,1022.2121818846315,0,11,2,18,1,1,14,0
30,Travel_Rarely,Research & Development,0,High School,Male,3,2,Married,3495.375996055195,0,23,3,15,14,1,6,0
31,Travel_Rarely,Sales,0,Undergraduate,Female,2,3,Married,9727.234587060266,0,29,2,11,4,8,8,1
28,Travel_Rarely,Research & Development,0,High School,Male,3,4,Single,4760.841421582502,0,14,5,14,10,9,6,0
18,Travel_Rarely,Sales,0,Undergraduate,Male,2,4,Single,5875.457777260587,0,8,2,3,7,14,1,0
48,Travel_Rarely,Sales,0,High School,Male,1,3,Single,700.1522693603297,0,1,4,5,0,10,12,1
22,Travel_Rarely,Sales,0,High School,Male,4,4,Divorced,7242.9356913101,0,1,3,15,5,0,11,0
38,Travel_Rarely,Human Resources,0,Phd,Male,1,1,Single,6446.347229453055,0,38,1,8,12,2,9,0
24,Travel_Rarely,Research & Development,0,Phd,Male,3,5,Divorced,513.9166334360962,0,22,1,13,0,5,6,0
42,Travel_Rarely,Sales,0,Masters,Female,2,0,Married,532.2972040284853,0,10,1,10,9,10,1,1
45,Travel_Frequently,Sales,0,Phd,Male,2,5,Married,4296.311781556117,0,30,3,16,11,3,11,0
26,Non-Travel,Research & Development,0,Phd,Male,2,1,Divorced,1787.9366427985872,0,16,5,18,14,3,11,0
16,Travel_Rarely,Sales,0,Phd,Female,3,4,Married,4186.950942723836,0,32,4,7,8,7,4,0
42,Travel_Rarely,Research & Development,1,Masters,Male,1,2,Married,3012.8920709112867,0,25,2,6,11,12,7,0
54,Travel_Rarely,Sales,0,Undergraduate,Female,0,1,Married,4919.644350100182,0,5,6,5,3,4,14,0
39,Travel_Frequently,Research & Development,0,Masters,Female,2,2,Married,5872.706032051861,1,6,1,2,11,8,12,1
37,Travel_Rarely,Sales,0,Phd,Female,0,2,Married,3139.217884797021,0,4,2,5,2,7,12,1
43,Travel_Rarely,Sales,0,Undergraduate,Female,3,3,Single,4334.939696389576,0,27,6,2,7,8,0,1
43,Non-Travel,Research & Development,0,Undergraduate,Male,0,1,Divorced,1852.313095281164,0,8,3,18,13,14,8,0
27,Travel_Rarely,Sales,0,High School,Male,2,6,Single,3063.7981836846243,0,38,6,15,2,1,10,0
28,Travel_Frequently,Research & Development,0,Masters,Male,2,3,Married,4175.491561159153,0,18,5,19,4,3,0,0
41,Travel_Frequently,Research & Development,0,Phd,Female,2,3,Single,91.52053642183773,0,26,3,15,1,10,8,0
34,Non-Travel,Sales,0,Undergraduate,Male,0,3,Married,1883.031920331196,0,22,0,0,10,2,9,0
48,Travel_Rarely,Research & Development,0,High School,Male,4,5,Married,4983.6642367286395,1,25,2,15,7,14,10,0
28,Travel_Frequently,Research & Development,0,Phd,Male,1,2,Single,2776.3180953089104,0,5,4,4,14,5,4,0
43,Travel_Rarely,Research & Development,0,Masters,Male,1,5,Married,-2791.6140927816678,0,11,3,4,8,6,13,0
38,Travel_Frequently,Sales,0,Phd,Female,2,2,Married,3643.9647910470885,0,39,3,12,8,4,11,0
34,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,1,Single,2970.8108763944874,1,37,1,13,7,2,1,0
47,Travel_Rarely,Human Resources,0,High School,Female,3,4,Divorced,2461.9558825637614,0,34,4,2,0,7,6,0
42,Travel_Rarely,Sales,0,Undergraduate,Male,0,3,Single,4369.625095441017,0,3,0,4,0,3,11,0
25,Travel_Rarely,Research & Development,0,High School,Female,0,2,Single,7848.786715794661,0,35,1,4,13,9,2,0
41,Travel_Rarely,Sales,0,Masters,Male,6,0,Married,3563.1180388817347,1,11,7,12,14,6,9,1
49,Travel_Frequently,Research & Development,0,Undergraduate,Female,1,1,Single,1581.5067526135824,0,21,4,14,13,3,5,0
34,Travel_Rarely,Research & Development,0,Masters,Male,4,5,Married,2276.690942152295,0,11,1,2,14,2,4,0
33,Travel_Rarely,Sales,0,Undergraduate,Female,3,2,Single,3943.870574145204,0,26,1,6,8,12,3,1
28,Travel_Frequently,Research & Development,0,Masters,Male,5,3,Single,302.89872731397463,0,32,7,0,13,6,2,1
35,Travel_Rarely,Sales,0,Undergraduate,Female,0,3,Single,5107.5906657836695,0,34,4,15,11,12,11,1
42,Travel_Frequently,Research & Development,0,Undergraduate,Female,1,2,Married,1152.293871935775,1,22,2,1,11,6,14,1
27,Travel_Rarely,Research & Development,0,High School,Female,4,2,Divorced,617.0373493972793,0,35,3,15,13,7,5,0
22,Travel_Frequently,Research & Development,0,High School,Male,4,2,Divorced,1526.3415909515816,0,24,3,3,13,10,1,1
31,Travel_Rarely,Sales,0,Phd,Female,1,6,Divorced,3397.2389329144476,0,26,4,0,10,10,8,1
21,Travel_Rarely,Research & Development,0,Phd,Female,3,5,Single,2355.4235603450716,0,0,4,14,7,12,2,0
40,Travel_Rarely,Research & Development,0,Masters,Male,1,5,Married,1968.1464218212507,0,38,3,4,8,11,6,0
31,Travel_Rarely,Sales,0,Phd,Female,3,1,Single,4142.534263452494,0,7,2,14,5,6,5,1
17,Travel_Frequently,Sales,0,Undergraduate,Male,0,3,Single,4179.133038251459,0,20,2,13,2,4,3,1
32,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,2,Divorced,1958.6341549794388,0,17,6,10,5,4,8,0
33,Travel_Frequently,Sales,0,High School,Female,0,4,Married,1725.3821256850197,1,18,4,18,11,10,0,1
39,Travel_Rarely,Sales,0,Undergraduate,Female,2,4,Married,3923.2281863593835,1,25,5,16,2,7,11,0
34,Non-Travel,Research & Development,0,Masters,Male,4,4,Married,4269.904834193121,0,21,3,5,4,10,0,1
54,Travel_Rarely,Research & Development,0,High School,Female,2,3,Single,5046.18061937338,0,24,3,10,2,7,6,0
30,Non-Travel,Sales,0,Phd,Male,1,3,Divorced,5896.193815317529,1,1,2,6,1,9,4,1
34,Travel_Rarely,Sales,0,High School,Female,4,0,Divorced,1954.454424668259,0,13,5,18,5,6,8,1
34,Travel_Rarely,Sales,0,Masters,Female,1,6,Single,3378.139913362742,0,21,5,13,6,14,12,0
32,Travel_Frequently,Human Resources,0,Undergraduate,Female,1,2,Married,1982.8278312754755,0,33,2,12,5,12,6,0
36,Travel_Rarely,Sales,0,High School,Male,5,3,Single,2968.159502094202,1,9,2,2,10,5,5,1
40,Travel_Rarely,Sales,0,Masters,Female,2,0,Single,2392.020592620417,0,36,3,12,3,10,2,1
48,Travel_Rarely,Research & Development,3,High School,Male,1,5,Single,6674.214901878351,0,23,3,11,2,14,1,0
19,Travel_Rarely,Sales,0,Phd,Male,2,2,Married,4359.333419248621,1,18,2,5,0,7,0,1
30,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,2,Married,5213.476723266851,0,20,1,14,3,14,7,0
31,Travel_Rarely,Research & Development,0,Phd,Male,1,2,Single,5970.860117534465,0,21,4,5,1,6,2,0
44,Travel_Rarely,Sales,0,Phd,Female,2,6,Married,1217.0097737712265,0,13,3,9,2,5,14,0
31,Travel_Frequently,Sales,0,Phd,Female,4,7,Single,4025.815393566009,0,6,5,15,8,10,5,1
16,Travel_Rarely,Sales,0,Undergraduate,Male,0,3,Divorced,3572.157465359332,0,13,6,1,9,11,6,1
36,Travel_Rarely,Research & Development,0,Phd,Male,2,6,Married,2915.8225314661418,0,28,2,6,2,9,14,0
35,Non-Travel,Sales,0,High School,Male,1,2,Single,3845.957609367178,0,2,3,2,5,5,7,1
37,Travel_Rarely,Human Resources,0,Masters,Male,1,5,Married,3713.169247769929,0,32,5,17,11,14,12,0
25,Travel_Frequently,Research & Development,1,Phd,Male,2,3,Single,-2576.580635730348,0,24,3,11,11,7,13,0
52,Travel_Rarely,Sales,0,Undergraduate,Female,1,0,Single,6606.617898756447,0,23,1,7,3,9,4,1
32,Travel_Rarely,Research & Development,0,Undergraduate,Female,4,2,Married,4163.684014068635,0,6,3,17,2,1,11,0
33,Travel_Rarely,Research & Development,0,Masters,Female,0,0,Divorced,34.665848138909496,1,20,3,4,2,10,6,0
26,Travel_Rarely,Sales,0,Phd,Female,0,3,Married,4895.155959978001,0,15,4,5,5,5,12,0
26,Travel_Rarely,Sales,0,Masters,Female,2,5,Single,4040.101872806603,1,29,1,13,10,7,12,0
23,Travel_Rarely,Sales,0,Phd,Male,3,2,Married,3616.954424849503,0,13,3,11,11,8,11,1
31,Travel_Frequently,Sales,0,Masters,Male,2,1,Married,5613.787240503252,0,32,6,7,3,9,9,1
25,Travel_Rarely,Sales,0,Masters,Male,4,2,Divorced,2844.450601985479,1,4,4,1,1,1,4,1
56,Travel_Frequently,Human Resources,0,Masters,Male,1,3,Single,2079.117273307793,0,4,2,0,9,1,11,0
16,Travel_Rarely,Research & Development,0,High School,Female,5,1,Single,1706.3399297406424,0,25,0,16,14,5,14,0
24,Non-Travel,Sales,0,High School,Female,2,6,Single,1542.591643648682,1,19,0,12,8,11,7,1
31,Travel_Frequently,Sales,0,Undergraduate,Female,1,1,Single,3842.951233319719,0,9,2,3,11,4,6,0
42,Travel_Rarely,Sales,0,High School,Female,1,5,Single,5234.01762568835,0,12,4,15,6,14,10,0
31,Travel_Rarely,Sales,0,Undergraduate,Male,2,4,Divorced,5446.260224401636,0,31,3,14,2,6,12,0
42,Travel_Frequently,Sales,0,Undergraduate,Female,1,4,Single,1846.0620241205165,0,9,2,3,8,5,9,0
25,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,3,Divorced,3076.7832012785098,0,25,4,18,9,12,0,0
36,Travel_Rarely,Sales,0,High School,Female,0,3,Single,3922.381306155792,0,27,2,4,4,4,6,0
52,Non-Travel,Sales,1,Undergraduate,Female,0,4,Single,1774.6424917008358,0,9,4,13,13,11,0,0
25,Travel_Rarely,Sales,0,Undergraduate,Male,3,3,Divorced,170.10940985403477,0,34,2,8,9,6,13,1
39,Travel_Rarely,Research & Development,0,Phd,Male,4,2,Married,4954.88501479045,0,13,2,17,13,14,9,0
37,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,3,Single,4011.629896185943,1,4,3,15,7,11,7,0
12,Travel_Frequently,Human Resources,0,Phd,Female,1,2,Single,3376.915918313396,1,2,8,16,0,10,7,0
29,Travel_Frequently,Research & Development,0,High School,Male,2,2,Single,2671.0385791864537,0,2,3,11,1,7,7,0
46,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,0,Divorced,5862.538599312663,0,29,6,3,11,7,8,0
36,Travel_Rarely,Sales,0,High School,Male,3,5,Single,4005.7522896955597,0,26,7,9,13,0,8,0
23,Travel_Rarely,Research & Development,0,High School,Female,2,3,Married,4498.401158929608,0,39,5,15,11,10,9,0
42,Travel_Rarely,Sales,1,Phd,Female,1,5,Divorced,1761.557420128701,1,29,2,14,10,11,0,0
30,Travel_Rarely,Sales,0,Masters,Male,4,6,Single,2997.2259097071833,0,14,1,1,4,10,0,1
39,Travel_Frequently,Research & Development,0,High School,Female,1,2,Single,5487.115774315521,1,29,5,5,13,5,5,0
39,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,1,Single,3916.8296684157867,0,26,2,3,7,14,13,0
24,Travel_Rarely,Sales,0,High School,Female,3,2,Single,2893.264225151932,0,4,0,18,0,10,14,1
43,Travel_Rarely,Research & Development,0,Phd,Female,2,4,Married,542.173189435036,0,20,4,1,2,4,1,1
25,Travel_Rarely,Human Resources,0,Masters,Female,1,3,Single,6460.885012915819,0,22,3,9,9,12,5,0
22,Travel_Rarely,Research & Development,0,High School,Female,2,3,Married,460.80974718970674,1,34,5,5,8,10,6,1
26,Travel_Frequently,Sales,0,Masters,Female,0,2,Single,4430.248164599421,1,8,7,13,0,10,5,1
32,Non-Travel,Research & Development,0,Masters,Male,2,5,Married,3820.6351593663794,0,13,1,17,7,0,14,0
36,Travel_Rarely,Sales,0,Masters,Male,3,4,Married,6485.515842936173,0,39,5,6,2,1,10,0
27,Travel_Rarely,Research & Development,0,Undergraduate,Female,4,5,Single,3504.320826905344,1,24,2,16,5,5,11,0
42,Travel_Rarely,Human Resources,0,Masters,Female,1,3,Single,3929.3300687824976,0,31,1,3,12,8,7,0
38,Non-Travel,Sales,1,High School,Female,0,2,Married,5266.8608673139415,0,7,2,18,5,5,8,0
28,Travel_Rarely,Sales,0,Phd,Female,3,2,Married,2774.053920927402,0,4,2,15,7,5,1,0
44,Travel_Frequently,Research & Development,0,High School,Female,2,2,Single,-1331.0643607723605,0,16,4,15,4,0,6,0
47,Travel_Rarely,Research & Development,1,Undergraduate,Female,2,4,Divorced,5581.460012382759,0,18,2,3,2,2,8,0
34,Travel_Frequently,Research & Development,0,Phd,Male,2,5,Single,4372.6256661682655,1,38,4,0,12,14,3,1
33,Travel_Rarely,Sales,0,Masters,Male,2,3,Married,4850.73951762135,0,11,4,2,13,8,1,1
17,Non-Travel,Human Resources,0,Masters,Male,2,5,Divorced,2158.909712279739,1,6,4,10,9,8,12,0
31,Non-Travel,Research & Development,0,Phd,Female,0,7,Single,3547.4943919004913,0,27,3,5,7,5,9,0
32,Non-Travel,Research & Development,1,Undergraduate,Male,4,4,Married,-1448.837566609628,0,5,3,19,11,12,3,0
37,Non-Travel,Research & Development,0,Undergraduate,Male,1,5,Married,6516.573158933352,1,14,6,7,12,5,13,0
33,Travel_Rarely,Sales,1,Undergraduate,Male,2,6,Single,4763.819474523493,0,21,4,16,1,8,7,0
37,Travel_Rarely,Sales,0,High School,Male,4,4,Single,4293.149592969847,1,32,1,0,1,4,3,1
50,Travel_Rarely,Sales,0,Masters,Male,3,3,Married,4232.409763203181,0,37,3,11,12,14,1,1
30,Travel_Rarely,Research & Development,0,Masters,Female,0,3,Single,4265.6849217044,0,20,0,5,0,9,4,0
30,Travel_Frequently,Sales,0,Phd,Male,4,2,Married,5666.631806789644,0,27,3,6,4,10,8,1
22,Travel_Frequently,Research & Development,0,Undergraduate,Female,1,2,Single,5232.001567112658,1,15,3,11,6,6,12,0
35,Travel_Rarely,Research & Development,0,Masters,Female,1,4,Married,3175.844195846839,0,15,1,6,2,5,10,0
45,Travel_Rarely,Research & Development,0,High School,Male,4,7,Single,1439.2163238585742,0,36,2,12,5,6,11,0
17,Travel_Rarely,Research & Development,1,High School,Male,2,1,Single,3858.631325731386,0,13,1,15,7,6,3,0
28,Travel_Rarely,Human Resources,0,Undergraduate,Male,0,2,Married,2045.219185204757,0,34,6,13,14,12,12,0
35,Travel_Rarely,Research & Development,0,Masters,Female,0,3,Single,4587.585320041184,0,15,4,18,1,1,1,0
44,Travel_Rarely,Human Resources,0,Phd,Female,4,3,Divorced,2755.5824945678046,0,11,1,19,1,5,0,1
39,Travel_Rarely,Sales,0,Phd,Female,2,2,Divorced,2736.4715572209197,0,10,4,12,13,5,9,0
38,Travel_Rarely,Research & Development,0,Phd,Female,2,4,Divorced,-272.7767329378066,1,39,4,17,5,10,2,0
33,Travel_Frequently,Sales,0,High School,Female,0,1,Single,3880.528329109577,0,34,1,11,9,6,6,1
40,Travel_Rarely,Sales,0,Phd,Female,0,4,Single,5027.546947407121,0,18,1,4,0,9,0,0
45,Travel_Rarely,Human Resources,0,Undergraduate,Male,4,1,Married,4332.190678252473,1,26,1,13,12,10,14,1
18,Travel_Rarely,Human Resources,0,Phd,Male,1,2,Married,3500.8779681344,0,5,2,9,1,7,6,0
42,Travel_Rarely,Research & Development,0,Phd,Male,3,10,Single,3918.0478092807607,0,32,4,6,14,0,6,0
34,Travel_Rarely,Sales,0,Undergraduate,Male,1,1,Married,4004.93391657555,1,3,6,19,9,2,11,0
30,Travel_Rarely,Sales,0,High School,Male,2,2,Single,3365.645578885018,0,38,1,9,3,8,11,1
11,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,2,Divorced,3502.69984407438,0,20,0,6,12,10,12,0
21,Travel_Rarely,Sales,0,Masters,Male,1,6,Divorced,4643.206808722357,0,36,1,16,0,2,6,0
52,Travel_Rarely,Human Resources,0,Masters,Female,4,3,Single,595.3675111024913,0,27,6,15,0,7,6,1
28,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,1,Single,5365.244480634372,0,37,4,14,4,6,8,0
24,Travel_Rarely,Sales,0,Masters,Female,5,4,Married,6425.904317768691,0,19,4,10,10,12,3,1
30,Travel_Rarely,Research & Development,1,Phd,Female,2,2,Single,5777.468424388336,0,34,3,8,7,10,4,0
28,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,4,Married,-3269.0807540892965,1,27,4,18,4,4,13,0
36,Non-Travel,Research & Development,0,Phd,Female,2,0,Single,2383.4877631939453,0,4,3,14,4,0,0,0
50,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,5,Single,-1409.2375824530736,0,13,4,5,0,4,10,0
29,Travel_Frequently,Research & Development,0,Masters,Male,1,3,Married,5529.534566541735,0,1,0,10,13,12,6,0
37,Travel_Rarely,Sales,0,Masters,Male,3,1,Divorced,6314.616150663653,0,25,3,1,11,3,2,0
24,Travel_Rarely,Sales,0,Undergraduate,Male,1,0,Single,98.31475645513683,0,21,2,12,4,8,0,1
50,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,4,Divorced,3607.910223431604,0,15,4,6,13,0,11,0
37,Travel_Rarely,Sales,0,Phd,Female,3,3,Single,5359.218910917808,0,4,1,6,8,7,13,1
24,Travel_Rarely,Human Resources,0,High School,Female,0,5,Married,694.2017378665437,0,1,2,12,0,8,5,1
44,Travel_Frequently,Sales,0,High School,Male,3,2,Divorced,-1195.035698946729,0,37,6,0,2,12,2,1
47,Travel_Frequently,Research & Development,0,Masters,Male,3,4,Single,2095.289090625413,0,30,1,19,12,4,7,0
37,Travel_Rarely,Sales,0,Undergraduate,Male,0,2,Married,443.70157436851923,0,4,4,4,11,2,5,0
19,Travel_Rarely,Research & Development,0,Masters,Female,2,4,Married,1819.500722263116,0,21,5,1,12,2,8,0
53,Travel_Rarely,Research & Development,0,Phd,Male,2,1,Divorced,52.157269088221256,0,5,2,9,13,12,5,0
38,Travel_Rarely,Research & Development,0,High School,Female,2,4,Single,1961.939613183355,0,27,3,8,4,4,8,0
47,Travel_Rarely,Sales,2,Undergraduate,Male,5,0,Married,-337.50360327691806,0,17,1,7,5,5,8,0
29,Travel_Frequently,Sales,0,Undergraduate,Female,1,3,Single,6828.732736559027,0,34,2,13,12,8,3,1
31,Travel_Rarely,Human Resources,0,High School,Male,2,3,Divorced,965.3317016842129,0,3,5,9,2,0,14,0
36,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,3,Married,2658.796760769183,0,8,2,8,12,13,0,0
46,Travel_Rarely,Sales,0,Masters,Male,2,1,Divorced,3483.9164583759975,0,18,5,8,1,1,8,0
36,Travel_Frequently,Research & Development,0,Undergraduate,Female,3,2,Divorced,834.399865021106,0,0,3,18,3,11,9,0
22,Travel_Frequently,Sales,0,Masters,Male,3,3,Divorced,3871.69520885347,0,18,2,13,1,9,10,1
38,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,3,Single,1784.3874981952404,0,29,3,10,0,0,6,0
51,Travel_Frequently,Sales,0,Undergraduate,Female,1,5,Single,5310.929991926983,1,26,6,17,10,1,2,0
36,Travel_Frequently,Sales,0,Phd,Female,2,3,Married,1449.253625975738,1,20,3,19,10,1,1,0
36,Travel_Rarely,Sales,0,High School,Male,2,4,Single,1190.599709680016,0,22,4,7,4,14,10,0
22,Travel_Rarely,Sales,0,High School,Male,1,4,Married,8403.827192000183,1,9,1,13,13,3,0,0
